# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
DERL3	ENSG00000099958	ENST00000406855	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DERL3	ENSG00000099958	ENST00000464023	processed_transcript	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DGCR2	ENSG00000070413	ENST00000263196	protein_coding	0	0	0	9	0	0	0	0	0	0	9	0	0	0	0	0	0	0
DGCR2	ENSG00000070413	ENST00000389262	nonsense_mediated_decay	0	0	0	9	0	0	0	0	0	0	9	0	0	0	0	0	0	0
DGCR2	ENSG00000070413	ENST00000467659	retained_intron	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
DGCR2	ENSG00000070413	ENST00000473832	processed_transcript	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DGCR2	ENSG00000070413	ENST00000537045	protein_coding	0	0	0	9	0	0	0	0	0	0	9	0	0	0	0	0	0	0
DGCR2	ENSG00000070413	ENST00000545799	protein_coding	0	0	0	9	0	0	0	0	0	0	9	0	0	0	0	0	0	0
DGCR2	ENSG00000070413	ENST00000608548	processed_transcript	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
DGCR5	ENSG00000237517	ENST00000399539	antisense	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
DGCR5	ENSG00000237517	ENST00000421572	antisense	0	0	0	7	0	0	0	0	0	0	3	0	0	0	0	0	0	4
DGCR5	ENSG00000237517	ENST00000424407	antisense	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
DGCR5	ENSG00000237517	ENST00000438934	antisense	0	0	0	7	0	0	0	0	0	0	3	0	0	0	0	0	0	4
DGCR5	ENSG00000237517	ENST00000440005	antisense	0	0	0	9	0	0	0	0	0	0	5	0	0	0	0	0	0	4
DGCR6	ENSG00000183628	ENST00000331444	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DGCR6	ENSG00000183628	ENST00000413981	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DGCR6	ENSG00000183628	ENST00000427407	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DGCR6	ENSG00000183628	ENST00000436645	processed_transcript	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DGCR6	ENSG00000183628	ENST00000477156	retained_intron	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DGCR6	ENSG00000183628	ENST00000480608	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DGCR6	ENSG00000183628	ENST00000483718	nonsense_mediated_decay	0	0	0	4	2	0	0	0	0	0	0	0	2	0	0	0	0	0
DGCR6	ENSG00000183628	ENST00000608842	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DGCR8	ENSG00000128191	ENST00000351989	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
DGCR8	ENSG00000128191	ENST00000383024	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
DGCR8	ENSG00000128191	ENST00000407755	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
DGCR8	ENSG00000128191	ENST00000475941	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0
DGCR8	ENSG00000128191	ENST00000485802	retained_intron	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
DGCR8	ENSG00000128191	ENST00000491892	retained_intron	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DGCR8	ENSG00000128191	ENST00000495351	retained_intron	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DGCR8	ENSG00000128191	ENST00000495826	retained_intron	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
DGCR8	ENSG00000128191	ENST00000498171	retained_intron	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
DMC1	ENSG00000100206	ENST00000216024	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
DMC1	ENSG00000100206	ENST00000415483	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DMC1	ENSG00000100206	ENST00000428462	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
DMC1	ENSG00000100206	ENST00000439567	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
DMC1	ENSG00000100206	ENST00000478820	retained_intron	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
DNAJA1P6	ENSG00000228045	ENST00000437347	processed_pseudogene	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0
DNAJB7	ENSG00000172404	ENST00000307221	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DRG1	ENSG00000185721	ENST00000548143	nonsense_mediated_decay	0	0	0	10	0	0	0	0	0	0	10	0	0	0	0	0	0	0
DUSP18	ENSG00000167065	ENST00000334679	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DUSP18	ENSG00000167065	ENST00000342474	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DUSP18	ENSG00000167065	ENST00000377087	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DUSP18	ENSG00000167065	ENST00000403268	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DUSP18	ENSG00000167065	ENST00000404885	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DUSP18	ENSG00000167065	ENST00000407308	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DUSP18	ENSG00000167065	ENST00000442752	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DUSP18	ENSG00000167065	ENST00000461301	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
EFCAB6	ENSG00000186976	ENST00000262726	protein_coding	0	0	0	19	0	0	0	0	0	0	19	0	0	0	0	0	0	0
EFCAB6	ENSG00000186976	ENST00000356087	protein_coding	0	0	0	7	0	0	0	0	0	0	7	0	0	0	0	0	0	0
EFCAB6	ENSG00000186976	ENST00000358439	protein_coding	0	0	0	9	0	0	0	0	0	0	9	0	0	0	0	0	0	0
EFCAB6	ENSG00000186976	ENST00000396231	protein_coding	0	0	0	19	0	0	0	0	0	0	19	0	0	0	0	0	0	0
EFCAB6	ENSG00000186976	ENST00000404038	retained_intron	0	0	0	9	0	0	0	0	0	0	9	0	0	0	0	0	0	0
EFCAB6	ENSG00000186976	ENST00000468552	retained_intron	0	0	0	10	0	0	0	0	0	0	8	0	0	0	0	0	0	2
EFCAB6	ENSG00000186976	ENST00000476600	processed_transcript	0	0	0	7	0	0	0	0	0	0	7	0	0	0	0	0	0	0
EFCAB6	ENSG00000186976	ENST00000485142	processed_transcript	0	0	0	5	0	0	0	0	0	2	3	0	0	0	0	0	0	0
EFCAB6-AS1	ENSG00000223843	ENST00000431327	antisense	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0
EIF3D	ENSG00000100353	ENST00000216190	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
EIF4ENIF1	ENSG00000184708	ENST00000330125	protein_coding	0	0	0	7	0	0	0	0	0	0	7	0	0	0	0	0	0	0
EIF4ENIF1	ENSG00000184708	ENST00000344710	protein_coding	0	0	0	7	0	0	0	0	0	0	7	0	0	0	0	0	0	0
EIF4ENIF1	ENSG00000184708	ENST00000382180	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0
EIF4ENIF1	ENSG00000184708	ENST00000397518	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
EIF4ENIF1	ENSG00000184708	ENST00000397520	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
EIF4ENIF1	ENSG00000184708	ENST00000397523	protein_coding	0	0	0	7	0	0	0	0	0	0	7	0	0	0	0	0	0	0
EIF4ENIF1	ENSG00000184708	ENST00000397525	protein_coding	0	0	0	7	0	0	0	0	0	0	7	0	0	0	0	0	0	0
EIF4ENIF1	ENSG00000184708	ENST00000418321	protein_coding	0	0	0	4	0	0	0	0	0	2	2	0	0	0	0	0	0	0
EIF4ENIF1	ENSG00000184708	ENST00000423097	protein_coding	0	0	0	3	0	0	0	0	0	2	1	0	0	0	0	0	0	0
EIF4ENIF1	ENSG00000184708	ENST00000441289	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
EIF4ENIF1	ENSG00000184708	ENST00000445424	nonsense_mediated_decay	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0
EIF4ENIF1	ENSG00000184708	ENST00000475437	retained_intron	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
EIF4ENIF1	ENSG00000184708	ENST00000487671	retained_intron	0	0	0	4	0	0	0	0	0	2	2	0	0	0	0	0	0	0
EIF4ENIF1	ENSG00000184708	ENST00000495101	retained_intron	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0
EIF4HP2	ENSG00000237977	ENST00000424380	processed_pseudogene	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ELFN2	ENSG00000166897	ENST00000402918	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0
ELFN2	ENSG00000166897	ENST00000414347	processed_transcript	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0
ELFN2	ENSG00000166897	ENST00000415408	processed_transcript	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0
ELFN2	ENSG00000166897	ENST00000424973	processed_transcript	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0
ELFN2	ENSG00000166897	ENST00000435824	processed_transcript	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0
ELFN2	ENSG00000166897	ENST00000451509	processed_transcript	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0
EMID1	ENSG00000186998	ENST00000334018	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0
EMID1	ENSG00000186998	ENST00000404755	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0
EMID1	ENSG00000186998	ENST00000404820	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0
EMID1	ENSG00000186998	ENST00000429226	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
EMID1	ENSG00000186998	ENST00000433143	protein_coding	0	0	0	3	0	0	0	0	0	1	2	0	0	0	0	0	0	0
EMID1	ENSG00000186998	ENST00000473933	retained_intron	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
EMID1	ENSG00000186998	ENST00000484039	processed_transcript	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
EMID1	ENSG00000186998	ENST00000487477	retained_intron	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0
EMID1	ENSG00000186998	ENST00000488820	retained_intron	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0
EP300	ENSG00000100393	ENST00000263253	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
EWSR1	ENSG00000182944	ENST00000331029	protein_coding	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0
EWSR1	ENSG00000182944	ENST00000332035	protein_coding	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0
EWSR1	ENSG00000182944	ENST00000332050	protein_coding	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0
EWSR1	ENSG00000182944	ENST00000333395	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
EWSR1	ENSG00000182944	ENST00000360091	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
EWSR1	ENSG00000182944	ENST00000397938	protein_coding	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0
EWSR1	ENSG00000182944	ENST00000406548	protein_coding	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0
EWSR1	ENSG00000182944	ENST00000414183	protein_coding	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0
EWSR1	ENSG00000182944	ENST00000415761	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
EWSR1	ENSG00000182944	ENST00000436425	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
EWSR1	ENSG00000182944	ENST00000437155	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
EWSR1	ENSG00000182944	ENST00000444626	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
EWSR1	ENSG00000182944	ENST00000447973	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
EWSR1	ENSG00000182944	ENST00000455726	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
EWSR1	ENSG00000182944	ENST00000469669	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
EWSR1	ENSG00000182944	ENST00000479135	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
EWSR1	ENSG00000182944	ENST00000483415	retained_intron	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
EWSR1	ENSG00000182944	ENST00000483629	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
EWSR1	ENSG00000182944	ENST00000485037	retained_intron	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
EWSR1	ENSG00000182944	ENST00000490315	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
EWSR1	ENSG00000182944	ENST00000493426	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FAM109B	ENSG00000177096	ENST00000321753	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
FAM109B	ENSG00000177096	ENST00000419475	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
FAM118A	ENSG00000100376	ENST00000216214	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0
FAM118A	ENSG00000100376	ENST00000405548	protein_coding	0	0	0	6	0	0	0	0	0	0	4	0	0	0	0	0	0	2
FAM118A	ENSG00000100376	ENST00000405673	protein_coding	0	0	0	6	0	0	0	0	0	4	2	0	0	0	0	0	0	0
FAM118A	ENSG00000100376	ENST00000427777	protein_coding	0	0	0	6	0	0	0	0	0	4	2	0	0	0	0	0	0	0
FAM118A	ENSG00000100376	ENST00000441876	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0
FAM118A	ENSG00000100376	ENST00000459849	processed_transcript	0	0	0	6	0	0	0	0	0	4	0	0	0	0	0	0	0	2
FAM118A	ENSG00000100376	ENST00000462361	retained_intron	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
FAM118A	ENSG00000100376	ENST00000476478	processed_transcript	0	0	0	6	0	0	0	0	0	4	0	0	0	0	0	0	0	2
FAM118A	ENSG00000100376	ENST00000476754	processed_transcript	0	0	0	6	0	0	0	0	0	4	0	0	0	0	0	0	0	2
FAM118A	ENSG00000100376	ENST00000477714	retained_intron	0	0	0	6	0	0	0	0	0	4	2	0	0	0	0	0	0	0
FAM118A	ENSG00000100376	ENST00000479180	processed_transcript	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
FAM118A	ENSG00000100376	ENST00000483102	processed_transcript	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
FAM118A	ENSG00000100376	ENST00000487732	retained_intron	0	0	0	6	0	0	0	0	0	0	4	0	0	0	0	0	0	2
FAM19A5	ENSG00000219438	ENST00000336769	protein_coding	0	0	0	85	0	0	0	0	0	2	83	0	0	0	0	0	0	0
FAM19A5	ENSG00000219438	ENST00000358295	protein_coding	0	0	0	47	0	0	0	0	0	1	46	0	0	0	0	0	0	0
FAM19A5	ENSG00000219438	ENST00000402357	protein_coding	0	0	0	50	0	0	0	0	0	0	50	0	0	0	0	0	0	0
FAM19A5	ENSG00000219438	ENST00000406880	protein_coding	0	0	0	29	0	0	0	0	0	0	24	0	0	0	0	0	0	5
FAM19A5	ENSG00000219438	ENST00000473898	processed_transcript	0	0	0	46	0	0	0	0	0	0	46	0	0	0	0	0	0	0
FAM227A	ENSG00000184949	ENST00000355830	protein_coding	0	0	0	10	0	0	0	0	0	0	8	0	0	0	0	0	0	2
FAM227A	ENSG00000184949	ENST00000406767	protein_coding	0	0	0	10	0	0	0	0	0	0	8	0	0	0	0	0	0	2
FAM227A	ENSG00000184949	ENST00000424706	processed_transcript	0	0	0	6	0	0	0	0	0	0	4	0	0	0	0	0	0	2
FAM227A	ENSG00000184949	ENST00000484582	retained_intron	0	0	0	6	0	0	0	0	0	0	4	0	0	0	0	0	0	2
FAM227A	ENSG00000184949	ENST00000490082	retained_intron	0	0	0	6	0	0	0	0	0	4	0	0	0	0	0	0	0	2
FAM227A	ENSG00000184949	ENST00000535113	protein_coding	0	0	0	10	0	0	0	0	0	0	8	0	0	0	0	0	0	2
FAM227A	ENSG00000184949	ENST00000540952	processed_transcript	0	0	0	10	0	0	0	0	0	0	8	0	0	0	0	0	0	2
FAM227A	ENSG00000184949	ENST00000541689	processed_transcript	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0
FAM227A	ENSG00000184949	ENST00000544346	processed_transcript	0	0	0	10	0	0	0	0	0	0	8	0	0	0	0	0	0	2
FAM227A	ENSG00000184949	ENST00000608409	processed_transcript	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0
FAM230C	ENSG00000206142	ENST00000411581	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
FAM230C	ENSG00000206142	ENST00000416405	lincRNA	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	2
FAM230C	ENSG00000206142	ENST00000416615	lincRNA	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	2
FAM230C	ENSG00000206142	ENST00000431488	lincRNA	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	2
FAM230C	ENSG00000206142	ENST00000436681	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FAM230C	ENSG00000206142	ENST00000440315	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FAM230C	ENSG00000206142	ENST00000447720	lincRNA	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	2
FAM230C	ENSG00000206142	ENST00000451574	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
FAM230C	ENSG00000206142	ENST00000452952	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
FAM230C	ENSG00000206142	ENST00000453273	lincRNA	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	2
FAM83F	ENSG00000133477	ENST00000333407	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0
FAM83F	ENSG00000133477	ENST00000473717	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0
FAM83F	ENSG00000133477	ENST00000488874	processed_transcript	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
FBLN1	ENSG00000077942	ENST00000327858	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
FBLN1	ENSG00000077942	ENST00000348697	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
FBXO7	ENSG00000100225	ENST00000266087	protein_coding	0	0	0	17	0	0	1	0	0	4	10	0	0	0	0	0	0	2
FBXO7	ENSG00000100225	ENST00000382058	protein_coding	0	1	0	17	0	1	1	0	0	4	9	0	0	0	0	0	0	3
FBXO7	ENSG00000100225	ENST00000397426	protein_coding	0	0	0	17	0	0	0	0	0	4	9	0	0	0	0	0	0	4
FBXO7	ENSG00000100225	ENST00000420700	nonsense_mediated_decay	0	0	0	18	0	0	1	0	0	4	10	0	1	0	0	0	0	2
FBXO7	ENSG00000100225	ENST00000425028	nonsense_mediated_decay	0	0	0	18	0	0	1	0	0	4	10	0	1	0	0	0	0	2
FBXO7	ENSG00000100225	ENST00000444207	protein_coding	0	0	0	10	0	0	0	0	0	2	4	0	0	0	0	0	0	4
FBXO7	ENSG00000100225	ENST00000452138	protein_coding	0	1	0	10	0	1	1	0	0	2	4	0	0	0	0	0	0	3
FBXO7	ENSG00000100225	ENST00000465418	processed_transcript	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	6
FBXO7	ENSG00000100225	ENST00000484607	retained_intron	0	0	0	4	0	0	0	0	0	2	1	0	0	0	0	0	0	1
FBXO7	ENSG00000100225	ENST00000492535	retained_intron	0	0	0	17	0	0	0	0	0	4	8	0	2	0	0	0	0	3
FLJ27365	ENSG00000197182	ENST00000360737	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FLJ27365	ENSG00000197182	ENST00000381051	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0
FLJ27365	ENSG00000197182	ENST00000435439	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FLJ27365	ENSG00000197182	ENST00000443490	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GAB4	ENSG00000215568	ENST00000400588	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	2
GAB4	ENSG00000215568	ENST00000465611	nonsense_mediated_decay	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	2
GAB4	ENSG00000215568	ENST00000520505	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GAB4	ENSG00000215568	ENST00000523144	processed_transcript	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	2
GAPDHP37	ENSG00000231907	ENST00000442317	processed_pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
GAS2L1	ENSG00000185340	ENST00000341313	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GAS2L1	ENSG00000185340	ENST00000360113	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GAS2L1	ENSG00000185340	ENST00000403764	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GAS2L1	ENSG00000185340	ENST00000406549	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GAS2L1	ENSG00000185340	ENST00000407647	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GAS2L1	ENSG00000185340	ENST00000407854	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GAS2L1	ENSG00000185340	ENST00000416823	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GAS2L1	ENSG00000185340	ENST00000428622	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GAS2L1	ENSG00000185340	ENST00000471961	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GAS2L1	ENSG00000185340	ENST00000487341	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GATSL3	ENSG00000239282	ENST00000404953	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
GATSL3	ENSG00000239282	ENST00000407689	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
GATSL3	ENSG00000239282	ENST00000415484	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
GATSL3	ENSG00000239282	ENST00000421236	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
GATSL3	ENSG00000239282	ENST00000425691	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
GATSL3	ENSG00000239282	ENST00000440704	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
GATSL3	ENSG00000239282	ENST00000440839	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
GATSL3	ENSG00000239282	ENST00000459785	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0
GATSL3	ENSG00000239282	ENST00000463795	retained_intron	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
GATSL3	ENSG00000239282	ENST00000464854	processed_transcript	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
GATSL3	ENSG00000239282	ENST00000471480	retained_intron	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
GATSL3	ENSG00000239282	ENST00000492159	retained_intron	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
GATSL3	ENSG00000239282	ENST00000497605	retained_intron	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
GATSL3	ENSG00000239282	ENST00000498572	processed_transcript	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
GGA1	ENSG00000100083	ENST00000325180	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
GGA1	ENSG00000100083	ENST00000337437	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
GGA1	ENSG00000100083	ENST00000343632	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
GGA1	ENSG00000100083	ENST00000381756	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
GGA1	ENSG00000100083	ENST00000406772	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
GGA1	ENSG00000100083	ENST00000460957	retained_intron	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
GGT1	ENSG00000100031	ENST00000248923	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0
GGT1	ENSG00000100031	ENST00000400380	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0
GGT1	ENSG00000100031	ENST00000400382	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0
GGT1	ENSG00000100031	ENST00000400383	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0
